budget;genres;id;keywords;original_language;original_title;overview;production_companies;release_date;revenue;runtime;tagline;title;rating;vote_count;director
110000000;Action & Adventure & Comedy;10204;paris london england new york jules verne san francisco;en;Around the World in 80 Days;A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.;"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}, {""name"": ""80 Days Productions"", ""id"": 53413}, {""name"": ""Spanknyce Films"", ""id"": 53414}, {""name"": ""Fitzwilliam Productions"", ""id"": 53416}]";2004-06-16;72178895;120.0;Let your imagination soar.;Around the World in 80 Days;5.7;672;Frank Coraci
107000000;Drama;8489;usa transporter boxer biography muhammad;en;Ali;"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.";"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]";2001-12-11;87713825;157.0;Float like a butterfly and sting like a bee.;Ali;6.7;447;Michael Mann
0;Comedy & Fantasy & Family;10588;cat brother sister relationship boredom chaos step father;en;The Cat in the Hat;Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.;"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]";2003-11-21;0;82.0;Don't mess with the hat.;The Cat in the Hat;4.9;366;Bo Welch
120000000;Action & Science Fiction;2048;suicide artificial intelligence man vs machine chicago based on novel;en;I, Robot;In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Canlaws Productions"", ""id"": 19355}]";2004-07-15;347234916;115.0;Laws are made to be broken.;I, Robot;6.7;3793;Alex Proyas
130000000;Drama & Action & Adventure & History & War;1495;crusade epic knight swordsman order of the templars;en;Kingdom of Heaven;After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.;"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Dune Films"", ""id"": 19477}, {""name"": ""BK"", ""id"": 19478}, {""name"": ""KOH"", ""id"": 19479}, {""name"": ""Reino del Cielo"", ""id"": 19480}, {""name"": ""Inside Track 3"", ""id"": 19482}, {""name"": ""Calle Cruzada"", ""id"": 19483}]";2005-05-03;211643158;144.0;Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong;Kingdom of Heaven;6.6;1157;Ridley Scott
133000000;Animation & Fantasy & Family & Comedy;10137;brother brother relationship based on novel cat mouse adoption;en;Stuart Little;The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.;"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Medien KG"", ""id"": 5555}, {""name"": ""Franklin/Waterman Productions"", ""id"": 58331}]";1999-12-17;300135367;84.0;The Little Family Just Got Bigger;Stuart Little;5.8;959;Rob Minkoff
105000000;Romance & Family & Animation & Music;10198;based on novel voodoo kiss princess animation;en;The Princess and the Frog;A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]";2009-12-08;267045765;97.0;Every Love Story Begins With a Kiss...;The Princess and the Frog;6.7;1247;Ron Clements
108000000;Drama & Adventure & Science Fiction;286217;based on novel mars nasa isolation botanist;en;The Martian;During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]";2015-09-30;630161890;141.0;Bring Him Home;The Martian;7.6;7268;Ridley Scott
126000000;Action & Thriller & Science Fiction & Adventure;1635;clone transplantation love of one's life dystopia genetics;en;The Island;"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.";"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]";2005-07-20;162949164;136.0;Your time will come...;The Island;6.5;1770;Michael Bay
90000000;Comedy & Romance;24113;architect cellist friends anniversary;en;Town & Country;Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.;"[{""name"": ""New Line Cinema"", ""id"": 12}]";2001-04-27;10372291;104.0;There's no such thing as a small affair.;Town & Country;3.7;16;Peter Chelsom
90000000;Action & Crime & Thriller;9679;brother brother relationship detective car race car thief blackmail;en;Gone in Sixty Seconds;"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.";"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]";2000-06-09;237202299;118.0;Ice Cold, Hot Wired.;Gone in Sixty Seconds;6.1;1485;Dominic Sena
103000000;Action & Drama & Adventure;98;rome gladiator arena senate roman empire;en;Gladiator;In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.;"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]";2000-05-01;457640427;155.0;A Hero Will Rise.;Gladiator;7.9;5439;Ridley Scott
102000000;Action & Thriller & Science Fiction & Mystery;180;self-fulfilling prophecy washington d.c. evidence future hologram;en;Minority Report;John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.;"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 766}, {""name"": ""Ronald Shusett/Gary Goldman"", ""id"": 26265}, {""name"": ""Digital Image Associates"", ""id"": 76068}]";2002-06-20;358372926;145.0;The system is perfect until it comes after you.;Minority Report;7.1;2608;Steven Spielberg
100000000;Adventure & Fantasy & Family;672;flying car witch magic cutting the cord child hero;en;Harry Potter and the Chamber of Secrets;Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.;"[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Heyday films"", ""id"": 437}, {""name"": ""Warner Bros."", ""id"": 6194}]";2002-11-13;876688482;161.0;Hogwarts is back in session.;Harry Potter and the Chamber of Secrets;7.4;5815;Chris Columbus
150000000;Adventure & Action & Thriller;36557;italy poker casino terrorist banker;en;Casino Royale;Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.;"[{""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Babelsberg Film"", ""id"": 19481}]";2006-11-14;599045960;144.0;Everyone has a past. Every legend has a beginning.;Casino Royale;7.3;3855;Martin Campbell
100000000;Thriller & Science Fiction & Action & Adventure;869;gorilla space marine space suit revolution chimp;en;Planet of the Apes;After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]";2001-07-25;362211740;119.0;You'll be sorry you were ever born human;Planet of the Apes;5.6;1243;Tim Burton
100000000;Action & Thriller & Science Fiction;280;cyborg shotgun post-apocalyptic dystopia moral ambiguity;en;Terminator 2: Judgment Day;Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.;"[{""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""T2 Productions"", ""id"": 61409}]";1991-07-01;520000000;137.0;It's nothing personal.;Terminator 2: Judgment Day;7.7;4185;James Cameron
80000000;History & Crime & Drama;11322;cinema hiding place machinegun prison guard escape from prison;en;Public Enemies;Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Misher Films"", ""id"": 11581}]";2009-07-01;214104620;140.0;America's Most Wanted.;Public Enemies;6.5;1344;Michael Mann
